_PaymentID_,_CustomerId_,_ProductId_,_TransactionDate_,_CreditCard_,_CreditCardNumber_,Price,ProductName,CompanyName
3423835,832,10002,2013-01-24T10:17:30,mastercard,5360 6072 1460 4154,455.88,12-volt Lith-ion Drill W/ Bonus Case & 150-piece Socket Set,Advance Auto Parts
3423837,364,10248,2013-01-07T09:38:25,instapayment,6378 8030 9579 3392,583.94,Campbell Hausfeld 8gal Oil Free Air Compressor,The Impac Companies
3423838,619,10219,2013-01-16T06:04:03,instapayment,6399 7578 8616 9615,348.25,Dremel 7300-n/8 4.8-volt Cordless Dremel Minimite Two Speed Rotary Tool,Lpl Financial
3423840,255,10330,2013-01-07T11:50:50,visaelectron,4913 6426 7589 9006,476.78,Ingersoll Rand Hammer Pin,Applied Industrial Technologies
3423841,689,10068,2013-01-16T12:44:56,instapayment,6374 2508 8263 6034,993.33,Bosch 94500 Rip Fence Jigsaw,Staples Financial
3423844,801,10230,2013-01-20T04:11:37,maestro,6761 4349 5998 2866,550.72,Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder,The Aes Corporation
3423845,68,10062,2013-01-03T01:30:03,visaelectron,4913 1186 5174 5406,929.89,Hanson #8 Torx Bit,Mckesson Specialty Health
3423846,470,10020,2013-01-19T08:44:52,amex,3457 1107 0429 085,468.74,Lumberjack Tools Hsbk1 Home Series Beginners Kit,Lennar Corporation
3423847,746,10314,2013-01-23T08:36:44,mastercard,5246 7615 9956 3475,775.07,"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr",Buckeye Partners
3423848,504,10064,2013-01-07T07:09:47,maestro,5893 7281 4939 7072,649.99,Weller Bp645mp Battery Powered Soldering Iron Kit,Carmax
3423849,226,10188,2013-01-01T04:28:32,maestro,6304 5414 1395 7542,24.98,Black & Decker 12-volt Cordless Air Station Inflator,Pc Connection
3423850,355,10043,2013-01-04T02:06:04,amex,3752 8615 8478 273,595.26,Stanley Black & Decker Dw304pk Dw 10 Amp Reciprocating Saw Kit,Schnitzer Steel Industries
3423851,335,10188,2013-01-29T11:50:22,visa,4474 0194 8232 7896,24.98,Black & Decker 12-volt Cordless Air Station Inflator,Pc Connection
3423852,763,10099,2013-01-27T09:58:27,mastercard,5301 5440 3814 3741,376.96,Skil Sb18c Sb18a 18v Ni-cd Battery,Lincoln Electric Company
3423853,859,10008,2013-01-10T04:03:34,amex,3708 3030 6984 867,552.09,Retractable Screw-holder With Magnetic Tip,Cablevision Systems Corp
3423854,637,10002,2013-01-22T11:16:46,maestro,5018 1248 3539 1985,455.88,12-volt Lith-ion Drill W/ Bonus Case & 150-piece Socket Set,Advance Auto Parts
3423855,749,10048,2013-01-14T01:38:26,visaelectron,4844 8046 8262 2649,631.07,Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit,Amerisourcebergen
3423856,965,10325,2013-01-25T02:02:44,maestro,6761 0044 2647 9356,295.3,Skil Mag77lt 7-1/4in 15 Amp Circular Saw,Exterran Holdings
3423857,97,10037,2013-01-08T02:38:33,visaelectron,4917 2594 8310 9712,904.37,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor,Kelly Services
3423861,492,10108,2013-01-02T04:18:07,mastercard,5451 5583 7767 0302,163.05,Blazer Products 189-2072 Clear Pocket Torch Pb207 Black,Quiksilver
3423862,469,10282,2013-01-27T10:38:14,mastercard,5516 9310 9218 8368,322.0,Ultra Steel 6v Cordless Drill,Curtiss-wright Corporation
3423864,923,10083,2013-01-23T07:45:48,visa,4347 2482 7888 2369,780.13,Paasche Air Brush Dual Action Airbrush Set,Nv Energy
3423865,934,10149,2013-01-19T06:58:35,mastercard,5364 0036 1884 9049,348.17,Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit,Wellpoint
3423866,612,10328,2013-01-08T02:41:21,maestro,6763 6646 5865 4071,784.71,Kawasaki Composite Air Hammer Kit,Freeport-mcmoran Copper & Gold
3423867,647,10223,2013-01-22T02:52:30,visa,4236 3055 2946 4217,995.68,"Stalwart 0.5"" Chuck Hammer Drill",Amerisourcebergen
3423868,184,10165,2013-01-10T03:06:52,maestro,6304 3927 8615 9559,214.08,"Hitachi 18v 1/2"" Cordless Drill/driver Kit",Piedmont Natural Gas Company
3423869,119,10120,2013-01-18T09:41:26,visaelectron,4844 2683 2399 0288,116.4,"Porter Cable-piece15cslk 7-1/4"" 15-amp Circular Saw",Avery Dennison Corporation
3423870,654,10135,2013-01-29T07:16:45,visa,4320 8675 1617 4973,612.49,Lincoln Industrial 18 Volt Cordless Grease Gun W/ 2 Batteries,Burlington Coat Factory Corporation
3423871,482,10121,2013-01-17T08:40:43,visaelectron,4175 0036 2614 0284,748.05,"Campbell Hausfeld 1/2"" Pneumatic Socket Set",Omnicom Group
3423872,871,10198,2013-01-19T08:20:50,amex,3747 8539 9341 019,226.78,Master Magnetics 7269 36-inch Retrieval Magnet,Mckesson Specialty Health
3423874,796,10230,2013-01-19T03:55:03,visaelectron,4508 5322 6306 1229,550.72,Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder,The Aes Corporation
3423875,983,10123,2013-01-02T07:26:33,maestro,5018 8722 9092 5628,520.95,Hitachi 4 Gallon Twin Stack Air Compressor,The Scotts Miracle-gro Company
3423876,933,10057,2013-01-16T11:10:57,maestro,5020 2166 3045 8583,820.63,Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor,Graham Packaging Company
3423877,675,10349,2013-01-01T06:39:18,visa,4016 2742 0235 4739,368.45,Custom Accessories 59008 250-psi Compressor,Allegheny Energy
3423878,555,10050,2013-01-02T01:25:23,visaelectron,4844 8926 2359 2245,79.18,California Air Tools 5 Gallon Pressure Pot With Hvlp Spray Gun And Hose,Rescare
3423879,159,10347,2013-01-01T07:35:52,mastercard,5519 5500 9543 2222,376.82,Hitachi 18v Lithium Ion Driver Drill,Duke Energy Corporation
3423881,210,10151,2013-01-02T04:59:15,amex,3493 3544 5632 839,814.62,Ultra Steel 1.5 Amp Palm Sander,Kimberly-clark Corporation
3423885,499,10000,2013-01-18T03:11:15,mastercard,5406 0456 8654 0992,953.64,Ingersoll Rand 80 Gallon Type-30 Reciprocating Air Compressor,Covanta Holding Corporation
3423888,644,10023,2013-01-08T09:49:34,mastercard,5509 4060 3364 1451,945.28,"Bostitch .5"" Vsr 2-speed Hammerdrill/drill And Bonus 5-piece Masonry Set Bundle",Mgm Resorts International
3423889,622,10332,2013-01-19T11:57:36,visa,4480 9913 5478 9423,935.73,Eclipse 900-250 Solder Aid Tool Set W/reverse Tweezers And Heat Sink,Republic Services
3423891,755,10148,2013-01-24T07:38:11,instapayment,6385 7345 1174 4340,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3423892,637,10148,2013-01-09T04:54:45,visa,4670 9715 5391 0202,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3423893,690,10284,2013-01-11T05:40:41,visa,4632 2599 4943 0789,811.38,Drill America Cone Carbide Burr 1/4 Shank,American Tire Distributors
3423894,224,10100,2013-01-02T02:04:22,visa,4601 9016 1250 7115,563.54,Hitachi 18v Lithium-ion Combo Kit With 2 Canvas Bags,Catalent Pharma Solutions
3423895,480,10312,2013-01-18T11:01:00,visaelectron,4026 9910 5484 6417,984.09,Motor Trend Cpm-0610 110-volt Ac Home Air Compressor,Crane Co
3423896,188,10021,2013-01-04T07:39:05,amex,3437 2890 6170 008,58.5,"Bosch 6335-01 7 Amp 1/2"" Corded Drill",Comcast Corporation
3423897,300,10065,2013-01-29T07:16:15,mastercard,5223 6723 4256 4255,279.05,"Dremel Sm520 3"" Masonry Cut-off Wheel",Moog
3423898,814,10049,2013-01-19T07:32:39,visa,4183 2792 4460 5680,685.08,Buffalo Tools 4.8v Cordless Screwdriver,Emerson Electric Company
3423900,331,10338,2013-01-12T03:15:48,mastercard,5542 9136 3406 3513,370.99,Campbell Hausfeld 3-gallon Compressor,Union Pacific Corporation
3423901,708,10156,2013-01-07T10:20:39,visa,4225 7655 2439 6495,937.7,Titan 22958 Mini Air Compressor,National Fuel Gas Distribution Corporation
3423902,852,10154,2013-01-10T12:39:51,mastercard,5581 1614 6998 4138,402.12,Legacy Mfg 3/8 X 100 Flex Air Hose Yellow,Kellogg Company
3423903,929,10327,2013-01-06T04:34:45,maestro,5020 0562 8137 7546,237.45,Wolo Manufacturing 800compressor Model 800 Tiger 2. 5 Liter Tank And Air Compressor,Cno Financial Group
3423904,273,10073,2013-01-11T01:47:32,instapayment,6381 1619 2665 8416,830.94,Hot Glue Gun Helpers Kit-7 Pieces,Corrections Corporation Of America
3423905,613,10130,2013-01-14T04:18:58,visaelectron,4917 4338 0815 1762,63.42,Eclipse 900-230 Flux Bottle Pack - 2-pack,The Blackstone Group
3423906,449,10314,2013-01-24T01:37:19,instapayment,6394 1487 2314 5197,775.07,"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr",Buckeye Partners
3423908,197,10083,2013-01-21T06:22:48,mastercard,5529 9112 4002 3738,780.13,Paasche Air Brush Dual Action Airbrush Set,Nv Energy
3423910,452,10319,2013-01-25T01:15:58,mastercard,5454 2651 8380 2858,70.42,Skil 4570-01 18-volt Jigsaw,Magellan Health Services
3423912,457,10138,2013-01-14T10:43:19,instapayment,6373 9627 3916 9719,842.87,Ridgid Tube Cutter Wheels - F158 10-15-20 Thin Whl (set Of 12),Supermedia
3423913,353,10076,2013-01-02T06:47:38,instapayment,6386 5327 2186 0511,874.99,Jgb Enterprises 001-0121-050i Eagle Air 300 No. Red Jackhammer Hose Cpld Chicago Fittings Crimped,Firstenergy Corp
3423914,991,10004,2013-01-24T02:56:23,mastercard,5469 2564 2677 3520,99.3,"Rockwell Shopseries 7 Amp 1/2"" Hammer Drill",W. R. Berkley Corporation
3423915,572,10107,2013-01-17T04:49:34,visaelectron,4175 0002 1139 6073,857.22,"Campbell Hausfeld 1-1/4"" Brad Nails",Fossil
3423917,105,10148,2013-01-19T07:12:02,instapayment,6385 7291 6834 2836,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3423920,846,10133,2013-01-04T02:32:04,visaelectron,4508 1578 1152 9111,101.74,Stalwart 41-piece Professional Screwdriver Bit And Socket Set,Molina Healthcare
3423921,862,10274,2013-01-03T02:58:53,maestro,5038 4468 0446 5235,168.47,Black & Decker Heat Gun,Plexus
3423922,709,10149,2013-01-13T04:28:48,visa,4360 6694 0680 5505,348.17,Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit,Wellpoint
3423924,795,10108,2013-01-02T02:01:47,mastercard,5419 9913 3279 4381,163.05,Blazer Products 189-2072 Clear Pocket Torch Pb207 Black,Quiksilver
3423925,908,10237,2013-01-09T04:24:53,instapayment,6388 4185 8658 3992,228.25,Comstar 10-100 Copper Lock No-heat Solder - 2 Oz.,Covanta Holding Corporation
3423926,202,10235,2013-01-10T06:35:40,mastercard,5303 6631 7306 9095,44.89,Homeright Heat Pro Plus Heat Tool,Leggett & Plattorporated
3423927,85,10226,2013-01-15T12:34:43,mastercard,5105 4070 3832 8092,63.14,Eclipse Dp-366d Desoldering Pump,Stryker Corporation
3423928,514,10328,2013-01-05T05:41:48,amex,3460 7280 5488 949,784.71,Kawasaki Composite Air Hammer Kit,Freeport-mcmoran Copper & Gold
3423929,152,10024,2013-01-21T09:17:50,visaelectron,4913 2892 6571 9044,514.6,Campbell Hausfeld Brad Nailer And Stapler,Con-way
3423930,695,10166,2013-01-07T11:00:13,instapayment,6376 0324 0690 4785,370.52,Rockwell Rk3440k Versacut Circular Saw Kit,Zale Corporation
3423931,696,10034,2013-01-21T03:16:24,amex,3741 6012 5864 025,767.13,Wagner Ht3500 Heat Gun,The Bank Of New York Mellon Corporation
3423932,282,10233,2013-01-24T08:08:16,visaelectron,4844 3443 2942 1329,887.39,Dremel 225-01 Flex Shaft,Urs Corporation
3423933,252,10149,2013-01-11T03:44:59,maestro,6761 6973 8806 1524,348.17,Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit,Wellpoint
3423934,542,10263,2013-01-15T12:06:12,instapayment,6390 0780 9724 6004,622.13,Hitachi 12v Peak Li-ion 2 Speed Drill/driver,Enersys
3423935,664,10083,2013-01-03T08:59:41,instapayment,6382 1191 3588 7647,780.13,Paasche Air Brush Dual Action Airbrush Set,Nv Energy
3423936,595,10305,2013-01-18T01:37:16,maestro,6304 8493 6715 8193,48.81,Fpc Dual-temp Glue Gun Kit,State Street Corporation
3423937,513,10321,2013-01-18T07:21:28,instapayment,6392 7490 4137 0409,919.14,"Rockwell Shopseries 4-1/2"" Angle Grinder",Sra International
3423939,196,10261,2013-01-22T10:37:55,visaelectron,4917 1240 0246 2630,739.85,Alton 2 Gallon Pancake Air Compressor,General Growth Properties
3423940,269,10217,2013-01-22T01:46:40,maestro,6763 8703 4054 7496,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3423941,689,10043,2013-01-20T11:34:42,visaelectron,4026 5297 2691 8501,595.26,Stanley Black & Decker Dw304pk Dw 10 Amp Reciprocating Saw Kit,Schnitzer Steel Industries
3423943,505,10152,2013-01-02T06:11:17,visa,4440 2580 1835 8360,926.06,Rockwell Shopseries 18-volt Cordless Drill/driver Kit,Tupperware Corporation
3423944,562,10196,2013-01-23T12:03:44,instapayment,6389 6105 8882 9188,720.51,Hitachi 18 V Ni-cad Cordless Driver Drill,Dell
3423946,747,10305,2013-01-11T07:59:00,visaelectron,4913 5093 1346 4628,48.81,Fpc Dual-temp Glue Gun Kit,State Street Corporation
3423947,870,10125,2013-01-17T12:06:07,visa,4528 0227 6936 3903,195.08,Astro Pneumatic 9707 1/4-inch Drive Mini Gearless Ratchet,Consolidated Edison Company Of New York
3423948,673,10308,2013-01-27T10:15:12,instapayment,6393 3426 9088 1600,855.27,Eclipse 900-015 Helping Hands Soldering Aid,Casey's General Stores
3423949,721,10127,2013-01-09T12:55:54,amex,3710 3622 3990 719,83.48,Skil 2860-10 18-volt Drill And Circular Saw Combo Kit,Huntington National Bank
3423951,691,10296,2013-01-14T02:56:32,visaelectron,4175 0050 6748 4907,975.67,Campbell Hausfeld Air Compressor Oil - 16 Ounce,Markel Corporation
3423952,171,10145,2013-01-25T05:57:04,maestro,6761 6126 1545 1455,196.87,Masterflow 12v High Volume Air Compressor / Inflator,Wesco Distribution
3423957,61,10303,2013-01-12T04:30:44,visa,4300 9481 7936 2032,587.78,Bosch 2240-01 12 Volt Cordless Drill And Driver,Pharmerica Corporation
3423961,487,10321,2013-01-03T10:47:00,amex,3453 5229 9921 261,919.14,"Rockwell Shopseries 4-1/2"" Angle Grinder",Sra International
3423962,472,10046,2013-01-10T07:45:48,mastercard,5293 4308 5587 4123,705.32,Bosch Power Tools 29 Piece High Speed Steel Drill Set With Metal Case 96029,Hospira
3423963,524,10210,2013-01-25T02:41:50,maestro,5018 9239 3924 5777,821.49,"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler",Flowserve Corporation
3423964,27,10020,2013-01-02T01:31:20,mastercard,5112 5902 5448 5422,468.74,Lumberjack Tools Hsbk1 Home Series Beginners Kit,Lennar Corporation
3423965,138,10176,2013-01-07T11:16:04,amex,3412 2702 8549 043,667.74,Multi-temp Hybrid Cordless Glue Gun,Cabot Corporation
3423967,649,10068,2013-01-03T05:59:07,amex,3798 4996 2362 243,993.33,Bosch 94500 Rip Fence Jigsaw,Staples Financial
3423968,186,10349,2013-01-25T04:44:40,amex,3402 1374 6182 284,368.45,Custom Accessories 59008 250-psi Compressor,Allegheny Energy
3423969,156,10073,2013-01-05T04:11:57,visaelectron,4917 3970 8807 7320,830.94,Hot Glue Gun Helpers Kit-7 Pieces,Corrections Corporation Of America
3423970,77,10150,2013-01-11T06:20:37,instapayment,6389 9984 0351 1242,311.97,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1650a Ultra Quiet And Oil-free Air Compressor,Group
3423971,870,10325,2013-01-22T04:36:41,visa,4017 5450 2051 4375,295.3,Skil Mag77lt 7-1/4in 15 Amp Circular Saw,Exterran Holdings
3423973,339,10292,2013-01-23T03:49:46,visaelectron,4917 0519 3223 5739,358.68,Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5),Acuity Brands
3423975,19,10105,2013-01-11T02:06:07,mastercard,5508 1438 2146 3431,267.23,"Great Neck Saw Ra14 1/4"" Drive Forward And Reverse Ratchet",Aleris International
3423978,766,10119,2013-01-22T01:05:41,visa,4385 8025 3970 3435,491.2,Mayhew Tools Mayhew Tools - Catspaw Deck Wrecker Cats Paw Deck Wrecker: 479-41104 - Cats Paw Deck Wr,Henry Schein
3423979,386,10037,2013-01-18T02:08:00,amex,3480 2578 8789 830,904.37,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor,Kelly Services
3423980,233,10279,2013-01-24T02:04:45,visaelectron,4917 7549 3921 5998,674.76,Lumberjack Tools Trh2000 2in Home Series Tenon Cutter,Omnicom Group
3423981,488,10229,2013-01-05T08:05:05,amex,3766 0956 0274 585,24.07,Campbell Hausfeld 3.5 Round-head Framing Nailer Kit (21 Degree),The Timken Company
3423982,982,10145,2013-01-01T07:10:55,mastercard,5109 2181 0348 6301,196.87,Masterflow 12v High Volume Air Compressor / Inflator,Wesco Distribution
3423983,427,10160,2013-01-24T10:57:06,instapayment,6372 8672 4637 5116,819.31,Black And Decker Power Tools Gco.12sfb 12-volt Cordless Drill With Stud Sensor And St,Kb Home
3423986,668,10159,2013-01-24T03:17:25,instapayment,6390 7006 0126 6976,627.86,Century Drill And Tool Phillips Power Screwdriving Bit Set,United Technologies Corporation
3423987,140,10230,2013-01-01T08:58:37,visaelectron,4917 7244 3356 1668,550.72,Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder,The Aes Corporation
3423989,68,10024,2013-01-05T09:51:56,visaelectron,4508 2156 3638 4052,514.6,Campbell Hausfeld Brad Nailer And Stapler,Con-way
3423990,370,10082,2013-01-04T05:19:59,instapayment,6391 7757 4691 9258,668.42,Skil Fixed Base Routers - 1 3/4 Hp Fixed Base Router 9 Amp Motor,Cliffs Natural Resources
3423991,878,10259,2013-01-17T10:34:13,mastercard,5496 7265 1455 0466,946.75,Skil 1400-02 Multi-tasker 2.0a Oscillating Tool Kit,Henry Schein
3423992,667,10234,2013-01-30T08:10:20,visa,4369 1288 5657 8063,23.07,"Bosch/rotozip/skil 2354-02 4-volt I "" X 03 Cordless Screwdriver",Crane Co
3423994,414,10196,2013-01-11T01:46:46,instapayment,6378 2248 4542 7563,720.51,Hitachi 18 V Ni-cad Cordless Driver Drill,Dell
3423996,900,10156,2013-01-29T04:35:06,mastercard,5496 0399 0127 9701,937.7,Titan 22958 Mini Air Compressor,National Fuel Gas Distribution Corporation
3423997,670,10210,2013-01-08T09:03:22,maestro,6304 8633 2619 4116,821.49,"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler",Flowserve Corporation
3423998,328,10261,2013-01-24T03:00:37,visa,4612 9653 7001 2771,739.85,Alton 2 Gallon Pancake Air Compressor,General Growth Properties
3423999,28,10255,2013-01-26T07:14:24,instapayment,6398 2017 3879 8983,5.33,Ingersoll Rand Ring / Gasket Kit For Ss5 Electric Units,Southwest Gas Corporation
3424000,752,10314,2013-01-11T07:06:22,visaelectron,4917 0232 2708 4775,775.07,"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr",Buckeye Partners
3424002,201,10224,2013-01-08T04:45:19,visaelectron,4026 2725 7495 1130,460.24,Wen 6 Waxer/polisher,Protective Life Corporation
3424004,94,10155,2013-01-01T12:25:37,maestro,6762 8174 6586 5220,366.12,Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter,Plexus Corp
3424005,198,10271,2013-01-24T01:05:19,amex,3414 3614 5166 751,236.8,Prevost Isc 061201 Safety Coupler 1/4 In M Style,Nationwide Insurance Company
3424007,949,10006,2013-01-11T09:21:28,maestro,6761 4418 2101 5981,168.24,Surebonder Ultra-mini Dual Temperature Glue Gun,General Electric Capital Corporation
3424008,326,10292,2013-01-12T05:39:15,mastercard,5435 9707 5345 9195,358.68,Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5),Acuity Brands
3424009,936,10045,2013-01-07T07:24:43,instapayment,6377 7652 4604 8250,165.32,Masterflow 12v 3-in-1 Turbo-boost Air Compressor / Inflator / Deflator,Office Depot
3424011,281,10265,2013-01-12T11:14:03,instapayment,6375 2107 3744 9495,315.88,Professional Woodworker Pneumatic Brad Nailer And Air Stapler Combo Tool Kit,John Deere Company
3424012,830,10123,2013-01-15T01:54:19,maestro,6762 4148 4232 4053,520.95,Hitachi 4 Gallon Twin Stack Air Compressor,The Scotts Miracle-gro Company
3424013,294,10275,2013-01-07T05:55:43,visa,4049 4158 3213 4022,136.82,Bostitch 18v Lithium Drill/impact Combo Kit And Bonus 25-piece Impact Set Bundle,Pvh Corporation
3424014,515,10080,2013-01-03T04:06:52,maestro,6304 7855 9098 8875,191.29,Titan 16048 48 Piece Quick-disconnect Drill And Power Bit Set With Portable Bit Cases,Ugi Corporation
3424016,657,10008,2013-01-18T08:41:54,mastercard,5219 9267 7662 1916,552.09,Retractable Screw-holder With Magnetic Tip,Cablevision Systems Corp
3424017,970,10180,2013-01-28T09:34:37,amex,3428 4992 3907 874,976.6,Eclipse 900-066n 50w Soldering Station,Usg Corporation
3424018,996,10149,2013-01-13T02:48:56,amex,3757 0014 9534 234,348.17,Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit,Wellpoint
3424020,320,10057,2013-01-06T07:10:26,instapayment,6379 9988 6817 7820,820.63,Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor,Graham Packaging Company
3424021,513,10217,2013-01-16T01:56:02,amex,3785 2246 3452 398,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3424022,263,10020,2013-01-24T03:05:05,instapayment,6387 2042 3273 2840,468.74,Lumberjack Tools Hsbk1 Home Series Beginners Kit,Lennar Corporation
3424023,688,10012,2013-01-05T11:15:18,mastercard,5365 8490 0945 0683,221.31,Dewalt Power Tools 18 Volt Compact Lithium Ion Drill Driver & Impact Driver Comb,Henry Schein
3424025,440,10081,2013-01-24T05:19:54,mastercard,5152 6090 9440 1877,289.8,Kd Tools Engraver Electric Vibro,Global Payments
3424027,832,10185,2013-01-14T05:47:33,visa,4154 2961 3403 7308,457.48,Ingersoll Rand 1/2 Titanium Imp Wr W/2 Ext,Automatic Data Processingorporated
3424028,740,10119,2013-01-28T10:55:39,instapayment,6394 8629 7877 7096,491.2,Mayhew Tools Mayhew Tools - Catspaw Deck Wrecker Cats Paw Deck Wrecker: 479-41104 - Cats Paw Deck Wr,Henry Schein
3424029,733,10086,2013-01-12T06:52:49,instapayment,6395 2961 1025 9342,509.13,Hyundai Hpc3010 Air Compressor Kit,Exterran Holdings
3424030,167,10120,2013-01-21T01:30:01,maestro,5038 8641 2352 9137,116.4,"Porter Cable-piece15cslk 7-1/4"" 15-amp Circular Saw",Avery Dennison Corporation
3424031,779,10223,2013-01-10T02:13:41,instapayment,6399 7701 5814 9066,995.68,"Stalwart 0.5"" Chuck Hammer Drill",Amerisourcebergen
3424033,545,10272,2013-01-18T01:19:59,amex,3703 7982 3736 400,83.12,Boa Grabit Screw Extractor,Tutor Perini Corporation
3424034,277,10266,2013-01-12T06:59:47,amex,3790 7212 2067 517,859.31,"Electric Glue Skillet 7""",National Life Group
3424035,384,10013,2013-01-05T10:09:40,amex,3760 8588 3530 781,620.46,Ad Tech Hi-temp Project Pro Mini Size Glue Gun,Corningorporated
3424036,218,10270,2013-01-05T05:26:02,instapayment,6389 6272 0811 7679,284.23,Campbell-hausfeld Mp5142 Air Chuck With Gauge,Merck & Co
3424037,304,10107,2013-01-08T07:39:16,amex,3440 9261 7882 560,857.22,"Campbell Hausfeld 1-1/4"" Brad Nails",Fossil
3424038,806,10221,2013-01-15T11:00:56,amex,3767 3364 2356 358,197.62,Powermate 6 Gallon Proforce Pancake Air Compressor With Extra Value Kit,Nacco Industries
3424040,260,10018,2013-01-22T07:03:08,amex,3437 2136 4194 768,992.27,Buffalo Tools 19 Piece Hole Saw Set,Ross Stores
3424041,589,10001,2013-01-13T12:25:19,visaelectron,4026 8916 8579 2735,661.87,"Great Neck Saw Ra38 3/8"" Drive Forward And Reverse Ratchet",Wesco Distribution
3424042,310,10314,2013-01-06T12:50:16,visaelectron,4913 9624 9911 8957,775.07,"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr",Buckeye Partners
3424043,174,10217,2013-01-17T04:14:41,maestro,6762 2077 7860 4302,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3424044,237,10155,2013-01-03T10:10:24,amex,3717 7609 7213 041,366.12,Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter,Plexus Corp
3424045,430,10284,2013-01-08T01:41:27,visa,4173 9993 7900 7525,811.38,Drill America Cone Carbide Burr 1/4 Shank,American Tire Distributors
3424046,267,10080,2013-01-18T11:17:13,visaelectron,4844 6393 9478 1204,191.29,Titan 16048 48 Piece Quick-disconnect Drill And Power Bit Set With Portable Bit Cases,Ugi Corporation
3424047,632,10155,2013-01-17T08:16:46,maestro,6761 5914 7764 2270,366.12,Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter,Plexus Corp
3424048,571,10038,2013-01-03T12:42:51,maestro,6763 7285 5393 2682,928.05,"Hitachi 8 1/2"" Sliding Compound Miter Saw With Laser Marker & Led Light",Benchmark Electronics
3424049,921,10102,2013-01-29T06:06:25,visa,4367 9528 7470 2088,871.69,Irwin 5-3/8 24t Marathon Cordless Circular Saw Blade,Zimmer Holdings
3424051,810,10023,2013-01-28T02:18:41,amex,3496 1960 2599 661,945.28,"Bostitch .5"" Vsr 2-speed Hammerdrill/drill And Bonus 5-piece Masonry Set Bundle",Mgm Resorts International
3424052,970,10109,2013-01-27T06:49:39,maestro,5893 4239 2809 8915,823.57,Titan Professional Workbench,Spartan Stores
3424053,299,10133,2013-01-13T10:01:11,visaelectron,4508 0001 8368 3332,101.74,Stalwart 41-piece Professional Screwdriver Bit And Socket Set,Molina Healthcare
3424054,94,10311,2013-01-22T05:18:02,mastercard,5393 8180 7969 1118,897.63,Hitachi 18v Cordless Compact Pro Driver Drill With Flashlight,O'reilly Automotive
3424055,963,10169,2013-01-05T04:19:49,amex,3779 8478 4222 069,493.48,Makita Btl061 Lxt 18 Volt Angle Drill Kit,Morgan Stanley
3424056,705,10217,2013-01-13T10:33:36,instapayment,6395 7298 5920 8633,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3424057,869,10165,2013-01-30T11:51:02,amex,3751 8690 2670 532,214.08,"Hitachi 18v 1/2"" Cordless Drill/driver Kit",Piedmont Natural Gas Company
3424058,87,10078,2013-01-16T06:20:35,visaelectron,4175 0063 5605 7453,834.99,Lincoln Industrial Grease Gun Pistol 16 0z W/18whip Hose &rigid Pipe,Nstar Gas & Electric Company
3424059,717,10281,2013-01-16T03:12:06,amex,3409 6444 0194 047,165.91,Campbell Hausfeld General Purpose Spray Gun,Cabot Corporation
3424060,42,10309,2013-01-28T03:22:20,visa,4415 6440 6672 3657,703.04,Fpc Corporation Hot Melt Glue Sticks Fprdt20,Paccar
3424061,443,10176,2013-01-17T07:43:46,maestro,6761 6003 3548 8626,667.74,Multi-temp Hybrid Cordless Glue Gun,Cabot Corporation
